,kernel size,time rate,detection rate
0,3,65.60145902633667,0.0
1,5,67.57517719268799,0.04952947003467063
2,7,66.79460287094116,0.1485884101040119
3,9,70.77565002441406,0.1485884101040119
4,11,75.82137179374695,0.24764735017335315
5,13,84.16147994995117,0.24764735017335315
6,15,91.71232438087463,4.75482912332838
7,17,100.57668733596802,40.16840019811788
8,19,109.50200986862183,49.47994056463596
9,21,123.85584831237793,46.111936602278355
